# Repository Cleanup Candidates
# Generated: 2026-02-28T16:32:59Z
# Total candidates: 4292

LegacyIndex.php | legacy directory
legacy\wordpress\wp-includes\js\tinymce\themes\modern\theme.min.js | legacy directory
legacy\wordpress\wp-includes\js\tinymce\tiny_mce_popup.js | legacy directory
legacy\wordpress\wp-includes\js\tinymce\tinymce.min.js | legacy directory
legacy\wordpress\wp-includes\js\tinymce\utils\editable_selects.js | legacy directory
legacy\wordpress\wp-includes\js\tinymce\utils\form_utils.js | legacy directory
legacy\wordpress\wp-includes\js\tinymce\utils\mctabs.js | legacy directory
legacy\wordpress\wp-includes\js\tinymce\utils\validate.js | legacy directory
legacy\wordpress\wp-includes\js\tinymce\wp-tinymce.js | legacy directory
legacy\wordpress\wp-includes\js\tinymce\wp-tinymce.php | legacy directory
legacy\wordpress\wp-includes\js\tw-sack.js | legacy directory
legacy\wordpress\wp-includes\js\tw-sack.min.js | legacy directory
legacy\wordpress\wp-includes\js\twemoji.js | legacy directory
legacy\wordpress\wp-includes\js\twemoji.min.js | legacy directory
legacy\wordpress\wp-includes\js\underscore.js | legacy directory
legacy\wordpress\wp-includes\js\underscore.min.js | legacy directory
legacy\wordpress\wp-includes\js\utils.js | legacy directory
legacy\wordpress\wp-includes\js\utils.min.js | legacy directory
legacy\wordpress\wp-includes\js\wp-ajax-response.js | legacy directory
legacy\wordpress\wp-includes\js\wp-ajax-response.min.js | legacy directory
legacy\wordpress\wp-includes\js\wp-api.js | legacy directory
legacy\wordpress\wp-includes\js\wp-api.min.js | legacy directory
legacy\wordpress\wp-includes\js\wp-auth-check.js | legacy directory
legacy\wordpress\wp-includes\js\wp-auth-check.min.js | legacy directory
legacy\wordpress\wp-includes\js\wp-backbone.js | legacy directory
legacy\wordpress\wp-includes\js\wp-backbone.min.js | legacy directory
legacy\wordpress\wp-includes\js\wp-custom-header.js | legacy directory
legacy\wordpress\wp-includes\js\wp-custom-header.min.js | legacy directory
legacy\wordpress\wp-includes\js\wp-embed-template.js | legacy directory
legacy\wordpress\wp-includes\js\wp-embed-template.min.js | legacy directory
legacy\wordpress\wp-includes\js\wp-embed.js | legacy directory
legacy\wordpress\wp-includes\js\wp-embed.min.js | legacy directory
legacy\wordpress\wp-includes\js\wp-emoji-loader.js | legacy directory
legacy\wordpress\wp-includes\js\wp-emoji-loader.min.js | legacy directory
legacy\wordpress\wp-includes\js\wp-emoji-release.min.js | legacy directory
legacy\wordpress\wp-includes\js\wp-emoji.js | legacy directory
legacy\wordpress\wp-includes\js\wp-emoji.min.js | legacy directory
legacy\wordpress\wp-includes\js\wp-list-revisions.js | legacy directory
legacy\wordpress\wp-includes\js\wp-list-revisions.min.js | legacy directory
legacy\wordpress\wp-includes\js\wp-lists.js | legacy directory
legacy\wordpress\wp-includes\js\wp-lists.min.js | legacy directory
legacy\wordpress\wp-includes\js\wp-pointer.js | legacy directory
legacy\wordpress\wp-includes\js\wp-pointer.min.js | legacy directory
legacy\wordpress\wp-includes\js\wp-sanitize.js | legacy directory
legacy\wordpress\wp-includes\js\wp-sanitize.min.js | legacy directory
legacy\wordpress\wp-includes\js\wp-util.js | legacy directory
legacy\wordpress\wp-includes\js\wp-util.min.js | legacy directory
legacy\wordpress\wp-includes\js\wpdialog.js | legacy directory
legacy\wordpress\wp-includes\js\wpdialog.min.js | legacy directory
legacy\wordpress\wp-includes\js\wplink.js | legacy directory
legacy\wordpress\wp-includes\js\wplink.min.js | legacy directory
legacy\wordpress\wp-includes\js\zxcvbn-async.js | legacy directory
legacy\wordpress\wp-includes\js\zxcvbn-async.min.js | legacy directory
legacy\wordpress\wp-includes\js\zxcvbn.min.js | legacy directory
legacy\wordpress\wp-includes\kses.php | legacy directory
legacy\wordpress\wp-includes\l10n.php | legacy directory
legacy\wordpress\wp-includes\l10n\classes/wp-translation-controller.php | legacy directory
legacy\wordpress\wp-includes\l10n\classes/wp-translation-file-mo.php | legacy directory
legacy\wordpress\wp-includes\l10n\classes/wp-translation-file-php.php | legacy directory
legacy\wordpress\wp-includes\l10n\classes/wp-translation-file.php | legacy directory
legacy\wordpress\wp-includes\l10n\classes/wp-translations.php | legacy directory
legacy\wordpress\wp-includes\link-template.php | legacy directory
legacy\wordpress\wp-includes\load.php | legacy directory
legacy\wordpress\wp-includes\locale.php | legacy directory
legacy\wordpress\wp-includes\media-template.php | legacy directory
legacy\wordpress\wp-includes\media.php | legacy directory
legacy\wordpress\wp-includes\meta.php | legacy directory
legacy\wordpress\wp-includes\ms-blogs.php | legacy directory
legacy\wordpress\wp-includes\ms-default-constants.php | legacy directory
legacy\wordpress\wp-includes\ms-default-filters.php | legacy directory
legacy\wordpress\wp-includes\ms-deprecated.php | legacy directory
legacy\wordpress\wp-includes\ms-files.php | legacy directory
legacy\wordpress\wp-includes\ms-functions.php | legacy directory
legacy\wordpress\wp-includes\ms-load.php | legacy directory
legacy\wordpress\wp-includes\ms-network.php | legacy directory
legacy\wordpress\wp-includes\ms-settings.php | legacy directory
legacy\wordpress\wp-includes\ms-site.php | legacy directory
legacy\wordpress\wp-includes\nav-menu-template.php | legacy directory
legacy\wordpress\wp-includes\nav-menu.php | legacy directory
legacy\wordpress\wp-includes\option.php | legacy directory
legacy\wordpress\wp-includes\php-compat\readonly.php | legacy directory
legacy\wordpress\wp-includes\pluggable-deprecated.php | legacy directory
legacy\wordpress\wp-includes\pluggable.php | legacy directory
legacy\wordpress\wp-includes\plugin.php | legacy directory
legacy\wordpress\wp-includes\pomo\entry.php | legacy directory
legacy\wordpress\wp-includes\pomo\mo.php | legacy directory
legacy\wordpress\wp-includes\pomo\plural-forms.php | legacy directory
legacy\wordpress\wp-includes\pomo\po.php | legacy directory
legacy\wordpress\wp-includes\pomo\streams.php | legacy directory
legacy\wordpress\wp-includes\pomo\translations.php | legacy directory
legacy\wordpress\wp-includes\post-formats.php | legacy directory
legacy\wordpress\wp-includes\post-template.php | legacy directory
legacy\wordpress\wp-includes\post-thumbnail-template.php | legacy directory
legacy\wordpress\wp-includes\post.php | legacy directory
legacy\wordpress\wp-includes\query.php | legacy directory
legacy\wordpress\wp-includes\registration-functions.php | legacy directory
legacy\wordpress\wp-includes\registration.php | legacy directory
legacy\wordpress\wp-includes\rest-api.php | legacy directory
legacy\wordpress\wp-includes\rest-api\classes/wp-rest-request.php | legacy directory
legacy\wordpress\wp-includes\rest-api\classes/wp-rest-response.php | legacy directory
legacy\wordpress\wp-includes\rest-api\classes/wp-rest-server.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-abilities-v1-categories-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-abilities-v1-list-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-abilities-v1-run-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-application-passwords-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-attachments-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-autosaves-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-block-directory-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-block-pattern-categories-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-block-patterns-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-block-renderer-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-block-types-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-blocks-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-comments-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-edit-site-export-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-font-collections-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-font-faces-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-font-families-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-global-styles-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-global-styles-revisions-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-menu-items-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-menu-locations-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-menus-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-navigation-fallback-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-pattern-directory-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-plugins-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-post-statuses-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-post-types-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-posts-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-revisions-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-search-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-settings-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-sidebars-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-site-health-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-taxonomies-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-template-autosaves-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-template-revisions-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-templates-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-terms-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-themes-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-url-details-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-users-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-widget-types-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\endpoints\classes/wp-rest-widgets-controller.php | legacy directory
legacy\wordpress\wp-includes\rest-api\fields\classes/wp-rest-comment-meta-fields.php | legacy directory
legacy\wordpress\wp-includes\rest-api\fields\classes/wp-rest-meta-fields.php | legacy directory
legacy\wordpress\wp-includes\rest-api\fields\classes/wp-rest-post-meta-fields.php | legacy directory
legacy\wordpress\wp-includes\rest-api\fields\classes/wp-rest-term-meta-fields.php | legacy directory
legacy\wordpress\wp-includes\rest-api\fields\classes/wp-rest-user-meta-fields.php | legacy directory
legacy\wordpress\wp-includes\rest-api\search\classes/wp-rest-post-format-search-handler.php | legacy directory
legacy\wordpress\wp-includes\rest-api\search\classes/wp-rest-post-search-handler.php | legacy directory
legacy\wordpress\wp-includes\rest-api\search\classes/wp-rest-search-handler.php | legacy directory
legacy\wordpress\wp-includes\rest-api\search\classes/wp-rest-term-search-handler.php | legacy directory
legacy\wordpress\wp-includes\revision.php | legacy directory
legacy\wordpress\wp-includes\rewrite.php | legacy directory
legacy\wordpress\wp-includes\robots-template.php | legacy directory
legacy\wordpress\wp-includes\rss-functions.php | legacy directory
legacy\wordpress\wp-includes\rss.php | legacy directory
legacy\wordpress\wp-includes\script-loader.php | legacy directory
legacy\wordpress\wp-includes\script-modules.php | legacy directory
legacy\wordpress\wp-includes\session.php | legacy directory
legacy\wordpress\wp-includes\shortcodes.php | legacy directory
legacy\wordpress\wp-includes\sitemaps.php | legacy directory
legacy\wordpress\wp-includes\sitemaps\classes/wp-sitemaps-index.php | legacy directory
legacy\wordpress\wp-includes\sitemaps\classes/wp-sitemaps-provider.php | legacy directory
legacy\wordpress\wp-includes\sitemaps\classes/wp-sitemaps-registry.php | legacy directory
legacy\wordpress\wp-includes\sitemaps\classes/wp-sitemaps-renderer.php | legacy directory
legacy\wordpress\wp-includes\sitemaps\classes/wp-sitemaps-stylesheet.php | legacy directory
legacy\wordpress\wp-includes\sitemaps\classes/wp-sitemaps.php | legacy directory
legacy\wordpress\wp-includes\sitemaps\providers\classes/wp-sitemaps-posts.php | legacy directory
legacy\wordpress\wp-includes\sitemaps\providers\classes/wp-sitemaps-taxonomies.php | legacy directory
legacy\wordpress\wp-includes\sitemaps\providers\classes/wp-sitemaps-users.php | legacy directory
legacy\wordpress\wp-includes\sodium_compat\LICENSE | legacy directory
legacy\wordpress\wp-includes\sodium_compat\autoload-php7.php | legacy directory
legacy\wordpress\wp-includes\sodium_compat\autoload.php | legacy directory
legacy\wordpress\wp-includes\sodium_compat\lib\constants.php | legacy directory
legacy\wordpress\wp-includes\sodium_compat\lib\namespaced.php | legacy directory
legacy\wordpress\wp-includes\sodium_compat\lib\php72compat.php | legacy directory
legacy\wordpress\wp-includes\sodium_compat\lib\php72compat_const.php | legacy directory
legacy\wordpress\wp-includes\sodium_compat\lib\php84compat.php | legacy directory
legacy\wordpress\wp-includes\sodium_compat\lib\php84compat_const.php | legacy directory
legacy\wordpress\wp-includes\sodium_compat\lib\ristretto255.php | legacy directory
legacy\wordpress\wp-includes\sodium_compat\lib\sodium_compat.php | legacy directory
legacy\wordpress\wp-includes\sodium_compat\lib\stream-xchacha20.php | legacy directory
legacy\wordpress\wp-includes\sodium_compat\namespaced\Compat.php | legacy directory
legacy\wordpress\wp-includes\sodium_compat\namespaced\Core\BLAKE2b.php | legacy directory
legacy\wordpress\wp-includes\sodium_compat\namespaced\Core\ChaCha20.php | legacy directory
legacy\wordpress\wp-includes\sodium_compat\namespaced\Core\ChaCha20\Ctx.php | legacy directory
legacy\wordpress\wp-includes\sodium_compat\namespaced\Core\ChaCha20\IetfCtx.php | legacy directory
legacy\wordpress\wp-includes\sodium_compat\namespaced\Core\Curve25519.php | legacy directory
legacy\wordpress\wp-includes\sodium_compat\namespaced\Core\Curve25519\Fe.php | legacy directory
legacy\wordpress\wp-includes\sodium_compat\namespaced\Core\Curve25519\Ge\Cached.php | legacy directory
legacy\wordpress\wp-includes\sodium_compat\namespaced\Core\Curve25519\Ge\P1p1.php | legacy directory
legacy\wordpress\wp-includes\sodium_compat\namespaced\Core\Curve25519\Ge\P2.php | legacy directory
